0.052488,0.051003,0.05164,0.05297,0.057882,0.10234,0.097402,0.098992,0.10171,0.11093,0.12398,0.12136,0.12361,0.13317,0.13714,0.39182,0.37641,0.38607,0.41273,0.425,0.32935,0.30738,0.32176,0.35061,0.3459,0.76911,0.76073,0.74831,0.74121,0.76367,pd_off_open
0.052156,0.053392,0.054442,0.051336,0.057077,0.11044,0.11054,0.11302,0.11215,0.12053,0.11754,0.1216,0.12608,0.12085,0.12941,0.37252,0.38431,0.38699,0.37851,0.39272,0.32453,0.32297,0.32804,0.3217,0.34214,0.66325,0.67453,0.6108,0.64128,0.52768,pd_off_open
0.053498,0.052524,0.050097,0.055354,0.050307,0.098815,0.09455,0.093579,0.10422,0.096885,0.13193,0.12783,0.12872,0.13841,0.13435,0.41633,0.39851,0.39568,0.42507,0.40893,0.32669,0.30774,0.29903,0.34102,0.32043,0.71882,0.72785,0.68797,0.74343,0.6696,pd_off_open
0.050591,0.048752,0.047175,0.052072,0.050017,0.098589,0.093404,0.091297,0.10103,0.098255,0.12777,0.12291,0.12218,0.13587,0.12843,0.41935,0.40113,0.39761,0.43205,0.41235,0.33424,0.31306,0.30446,0.34384,0.3262,0.69111,0.68929,0.67137,0.6719,0.66323,pd_off_open
0.053021,0.052277,0.051221,0.056588,0.051985,0.1014,0.09649,0.094354,0.10367,0.099476,0.13091,0.13136,0.12964,0.14148,0.13094,0.41987,0.40054,0.39931,0.42714,0.41665,0.32071,0.3028,0.29321,0.3363,0.30947,0.67738,0.66611,0.63467,0.65862,0.63562,pd_off_open
0.048046,0.047367,0.048428,0.048391,0.046529,0.10145,0.10152,0.10201,0.10306,0.099125,0.12979,0.13097,0.13283,0.12902,0.12001,0.40751,0.40094,0.41036,0.3815,0.38523,0.32324,0.3188,0.32511,0.30602,0.31069,0.65566,0.60924,0.62868,0.66686,0.72787,pd_off_open
0.051738,0.050075,0.051433,0.049876,0.049593,0.10003,0.10092,0.10178,0.10212,0.096479,0.13394,0.13165,0.1338,0.12661,0.12537,0.4083,0.40544,0.40971,0.38755,0.38492,0.31406,0.31476,0.3161,0.31017,0.31153,0.61811,0.60054,0.59528,0.66149,0.68023,pd_off_open
0.050068,0.048881,0.049421,0.046662,0.04818,0.10797,0.10845,0.10908,0.10914,0.10342,0.13262,0.13491,0.13558,0.13098,0.12377,0.40644,0.40538,0.41192,0.38565,0.38277,0.30912,0.30767,0.31091,0.29771,0.30476,0.60251,0.56433,0.57033,0.57677,0.63318,pd_off_open
0.049922,0.048581,0.050555,0.048455,0.04901,0.10438,0.10599,0.10627,0.10715,0.10264,0.13546,0.13349,0.13641,0.13208,0.12618,0.3986,0.40076,0.404,0.38532,0.38097,0.31125,0.31785,0.31736,0.31525,0.31095,0.59479,0.60383,0.59678,0.62858,0.66236,pd_off_open
0.048801,0.04847,0.049249,0.048607,0.047668,0.10589,0.10742,0.10792,0.10888,0.10336,0.14537,0.14221,0.14545,0.14066,0.13347,0.40527,0.40571,0.41148,0.39134,0.38483,0.30011,0.29925,0.30094,0.29022,0.29764,0.41793,0.4756,0.44344,0.49323,0.56929,pd_off_open
0.049783,0.048995,0.050011,0.049767,0.047993,0.10725,0.10944,0.10961,0.11042,0.10447,0.13696,0.13891,0.13957,0.13782,0.12863,0.40832,0.40491,0.40975,0.39371,0.38175,0.30281,0.30445,0.30432,0.29662,0.29934,0.4903,0.48871,0.47992,0.48474,0.57515,pd_off_open
0.052485,0.051613,0.052148,0.051552,0.052595,0.10424,0.10252,0.10309,0.098504,0.10466,0.1297,0.13308,0.13508,0.12755,0.12922,0.39778,0.40931,0.41156,0.38181,0.40195,0.30077,0.30807,0.31658,0.30363,0.31376,0.67921,0.6129,0.62206,0.66454,0.6744,pd_off_open
0.052287,0.053679,0.053986,0.053496,0.055414,0.10867,0.11007,0.11347,0.1112,0.12041,0.12298,0.12917,0.13298,0.12969,0.13431,0.3714,0.39043,0.39315,0.38477,0.39969,0.31089,0.31653,0.31777,0.30807,0.33581,0.72883,0.71874,0.67338,0.71586,0.64645,pd_off_open
0.053011,0.053712,0.053507,0.051484,0.053382,0.10386,0.10556,0.10647,0.10029,0.1087,0.13442,0.13939,0.14048,0.13237,0.13856,0.39696,0.41144,0.41393,0.38466,0.40013,0.29048,0.30048,0.30528,0.28998,0.30378,0.67095,0.57314,0.57694,0.58693,0.63081,pd_off_open
0.05192,0.052264,0.053131,0.0521,0.051345,0.10235,0.10412,0.1039,0.097929,0.10329,0.13779,0.13907,0.14246,0.13225,0.14177,0.39475,0.41003,0.4143,0.38313,0.39936,0.29466,0.30277,0.30793,0.29559,0.30256,0.60174,0.57174,0.55511,0.57707,0.56009,pd_off_open
0.050824,0.051463,0.052153,0.049432,0.051204,0.10423,0.10869,0.11017,0.10283,0.10709,0.14066,0.14435,0.1478,0.13734,0.14397,0.39027,0.40698,0.40901,0.38103,0.39311,0.28877,0.30127,0.30618,0.29536,0.30025,0.52683,0.50142,0.50109,0.54624,0.49813,pd_off_open
0.053057,0.052137,0.052649,0.048776,0.052287,0.10663,0.10792,0.10866,0.10238,0.10849,0.1367,0.14022,0.14226,0.13421,0.13856,0.39204,0.41246,0.4108,0.38532,0.39763,0.2939,0.29831,0.3043,0.28797,0.30233,0.66025,0.60088,0.58111,0.65131,0.63587,pd_off_open
0.053158,0.051514,0.053001,0.049848,0.051904,0.10574,0.1065,0.1072,0.10287,0.10952,0.13423,0.13608,0.13869,0.1293,0.13714,0.39281,0.40662,0.40875,0.38242,0.395,0.29788,0.30522,0.31034,0.29517,0.31103,0.66106,0.58335,0.59159,0.62537,0.60172,pd_off_open
0.053515,0.052932,0.053805,0.054307,0.057084,0.10357,0.10029,0.1048,0.10571,0.10751,0.13616,0.13361,0.14062,0.1406,0.14604,0.39015,0.37737,0.39102,0.40674,0.40475,0.31833,0.30157,0.30347,0.33621,0.32336,0.65465,0.61002,0.53248,0.58489,0.5836,pd_off_open
0.052881,0.052548,0.052327,0.05358,0.056025,0.10321,0.10063,0.10187,0.10298,0.10827,0.13526,0.12986,0.13593,0.1367,0.14625,0.39038,0.37648,0.3874,0.4052,0.40526,0.32725,0.30653,0.30684,0.34551,0.32613,0.68841,0.70081,0.64712,0.68733,0.643,pd_off_open
0.053928,0.05275,0.052779,0.052755,0.058003,0.10015,0.099986,0.10365,0.10289,0.1074,0.13892,0.13462,0.14214,0.13904,0.14573,0.38678,0.37482,0.39089,0.40799,0.40638,0.32122,0.30436,0.30175,0.34049,0.32607,0.50483,0.55647,0.48299,0.60339,0.49843,pd_off_open
0.053133,0.053297,0.052909,0.054203,0.055826,0.10288,0.1016,0.10445,0.10267,0.11118,0.13887,0.13403,0.1423,0.13834,0.14888,0.38481,0.37549,0.39298,0.40364,0.40628,0.31781,0.30148,0.30138,0.33498,0.32727,0.53102,0.5537,0.47513,0.59935,0.48259,pd_off_open
0.053917,0.052554,0.053657,0.054165,0.057459,0.10442,0.10104,0.10273,0.10543,0.10929,0.13147,0.12612,0.13016,0.13559,0.14055,0.38794,0.37603,0.38387,0.41167,0.40669,0.32917,0.30959,0.31019,0.34835,0.33495,0.72362,0.73508,0.69933,0.70336,0.70622,pd_off_open
0.052037,0.052748,0.053731,0.053818,0.056175,0.11029,0.11145,0.11666,0.11399,0.11998,0.12389,0.12987,0.13359,0.12898,0.13706,0.37472,0.3963,0.39656,0.38577,0.39117,0.30901,0.32177,0.31406,0.30085,0.31308,0.71975,0.69552,0.64057,0.66994,0.64649,pd_off_open
0.052784,0.051843,0.052022,0.053888,0.054822,0.10431,0.10117,0.10316,0.10551,0.1115,0.13135,0.12729,0.13232,0.13511,0.14319,0.39068,0.37345,0.38109,0.40057,0.40219,0.33462,0.31141,0.30982,0.34343,0.33578,0.70875,0.66699,0.59476,0.65508,0.6434,pd_off_open
0.047798,0.049258,0.051223,0.050254,0.051781,0.090952,0.095961,0.099367,0.096028,0.10024,0.12806,0.13462,0.13787,0.13286,0.14094,0.37616,0.39429,0.40016,0.39526,0.39553,0.31822,0.3278,0.33682,0.33024,0.33101,0.57039,0.54954,0.52904,0.58531,0.47031,pd_off_open
0.046565,0.048121,0.050509,0.04911,0.051065,0.094451,0.097359,0.10024,0.094948,0.10423,0.13049,0.13511,0.13893,0.13422,0.14139,0.37531,0.39183,0.40163,0.39306,0.39997,0.31833,0.32453,0.33312,0.33115,0.32539,0.53103,0.52342,0.4985,0.55509,0.46123,pd_off_open
0.046859,0.047685,0.049476,0.047394,0.05101,0.090185,0.095619,0.09902,0.096124,0.098845,0.12873,0.13307,0.13711,0.13167,0.14197,0.37577,0.39556,0.40268,0.39361,0.40242,0.31991,0.32678,0.3371,0.33926,0.32804,0.59993,0.5698,0.54857,0.58395,0.49606,pd_off_open
0.046555,0.047997,0.050067,0.049049,0.050677,0.093912,0.097069,0.10181,0.096769,0.10274,0.12328,0.13207,0.13619,0.13333,0.13517,0.37565,0.39252,0.40316,0.39314,0.39781,0.32252,0.328,0.3367,0.33173,0.33354,0.61294,0.55412,0.53973,0.56629,0.53721,pd_off_open
0.047494,0.047975,0.049715,0.047456,0.051408,0.093375,0.097609,0.10068,0.096695,0.10389,0.12942,0.1336,0.1377,0.13349,0.14291,0.37934,0.39338,0.4022,0.39233,0.40074,0.31606,0.32534,0.33132,0.32962,0.32702,0.52262,0.5093,0.49363,0.49223,0.41147,pd_off_open
